material anatomical entity that has inherent 3d shape and is generated by coordinated expression of the organism's own genome .
an amino - acid anion that has formula ch2no2 .
resistance due to a chemical - dependent modification in insect behaviour that helps it avoid the lethal effect of insecticides  ( e .g .
resistance - associated point mutation of amino acid at position 1016  ( v - g )  in the insecticide target sodium channel gene product causing a structural change and decreased response to the insecticide .
resistance - associated point mutation of amino acid at position 1016  ( v - i )  in the insecticide target sodium channel gene product causing a structural change and decreased response to the insecticide .
resistance - associated point mutation of amino acid at position 1011  ( i - m )  in the insecticide target sodium channel gene product causing a structural change and decreased response to the insecticide .
resistance - associated point mutation of amino acid at position 1011  ( i - v )  in the insecticide target sodium channel gene product causing a structural change and decreased response to the insecticide .
metabolic resistance due to qualitative or quantitative changes in coe gene products  ( group of hydrolase enzymes capable of hydrolyzing compounds containing ester bonds )  resulting in more efficient insecticide sequestration or metabolism .
a change of the coe activity ;  the resulting metabolic resistance is due to up - regulated coe gene products ,  which more efficiently sequester or metabolize insecticides .
metabolic resistance due to quantitative or qualitative changes in gst gene products  ( phase ii metabolic enzymes capable of conjugating reduced glutathione to the electrophilic centers of exogenous and endogenous compounds )  resulting in more efficient insecticide detoxification .
metabolic resistance due to quantitative or qualitative changes in p450 gene products  ( phase i metabolic enzymes capable of oxidizing endogenous and exogenous compounds by oxidation or other related reactions )  resulting in more efficient insecticide detoxification ,  or reduced insecticide activation .
a change of the coe activity ;  the resulting metabolic resistance is due to structural change of coe gene product resulting in more efficient metabolism or sequestration of insecticides .
the karyotype of the members of the anopheles gambiae species complex .
a karyotype having an homozygous j ,  c and u 2r chromosome .
a karyotype having a j ,  b ,  c and u inverted 2r chromosome over a j ,  c ,  and u inverted 2r chromosome .
a karyotype having an homozygous j ,  b ,  c and u inverted 2r chromosome .
a selected heritable characteristic in an insect population that results in the repeated failure of one single insecticide  ( but not others within or outside that class )  to provide the intended level of control when used as recommended .
a karyotype having an homozygous b ,  c and u inverted 2r chromosome .
a karyotype having a c and u inverted 2r chromosome over a b ,  c ,  and u inverted 2r chromosome .
a karyotype having an homozygous c and u inverted 2r chromosome .
a karyotype having a b inverted 2r chromosome over a b ,  c ,  and u inverted 2r chromosome .
a karyotype having a b inverted 2r chromosome over a c ,  and u inverted 2r chromosome .
a karyotype having an homozygous b inverted 2r chromosome .
resistance resulting from a chemical - independent modification in behaviour that helps the insect avoid the lethal effect of insecticides .
a karyotype having a b , c and u inverted 2r chromosome over wild type .
a karyotype having a c and u inverted 2r chromosome over wild type .
a karyotype having a b inverted 2r chromosome over wild type .
a karyotype having an homozygous wild type 2r chromosome .
a karyotype having a u inverted 2r chromosome over wild type .
a karyotype having an homozygous u inverted 2r chromosome .
a karyotype having a b and c inverted 2r chromosome over wild type .
a karyotype having a b and c inverted 2r chromosome over a u inverted 2r chromosome .
a karyotype having an homozygous b and c inverted 2r chromosome .
the karyotype of the members of the anopheles gambiae species complex focusing on the right arm of the second chromosome .
change of permeability of the cuticle resulting in reduced insecticide uptake .
increased cuticle or cell - mediated insecticide excretion .
structural change of coea family gene product due to a mutation of the gene resulting in more efficient insecticide sequestration or metabolism .
structural change of gene product in family coeb family gene product due to a mutation of the gene resulting in more efficient insecticide sequestration or metabolism .
structural change of gene product in family coejh family gene product due to a mutation of the gene resulting in more efficient insecticide sequestration or metabolism .
increased enzymatic activity due to a mutation that increases production of coea gene products resulting in more efficient insecticide sequestration or metabolism .
increased enzymatic activity due to a mutation that increases production of coeb gene products resulting in more efficient insecticide sequestration or metabolism .
increased enzymatic activity due to a mutation that increases production of coejh gene products resulting in more efficient insecticide sequestration or metabolism .
increased enzymatic activity due to a mutation that increases production of gst gene products resulting in more efficient insecticide detoxification .
structural changes in gst gene products resulting in more efficient insecticide detoxification .
structural changes in gstd gene products resulting in more efficient insecticide detoxification .
structural changes in gste gene products resulting in more efficient insecticide detoxification .
structural changes in gsto gene products resulting in more efficient insecticide detoxification .
structural changes in gstt gene products resulting in more efficient insecticide detoxification .
structural changes in gstu gene products resulting in more efficient insecticide detoxification .
structural changes in gst gene products resulting in more efficient insecticide detoxification .
increased enzymatic activity due to a mutation that increases production of gstd gene products resulting in more efficient insecticide detoxification .
increased enzymatic activity due to a mutation that increases production of gste gene products resulting in more efficient insecticide detoxification .
increased enzymatic activity due to a mutation that increases production of gsto gene products resulting in more efficient insecticide detoxification .
increased enzymatic activity due to a mutation that increases production of gstt gene products resulting in more efficient insecticide detoxification .
increased enzymatic activity due to a mutation that increases production of gstu gene products resulting in more efficient insecticide detoxification .
increased enzymatic activity due to a mutation that increases production of gstz gene products resulting in more efficient insecticide detoxification .
structural changes in p450 gene products resulting in more efficient insecticide sequestration or metabolism .
changed enzymatic activity due to a mutation that modifies production of p450 gene products resulting in more efficient insecticide detoxification .
structural changes in cyp3 p450 gene products resulting in more efficient insecticide detoxification .
structural changes in cyp4 p450 gene products resulting in more efficient insecticide detoxification .
structural changes in cyp6 p450 gene products resulting in more efficient insecticide detoxification .
structural changes in cyp9 p450 gene products resulting in more efficient insecticide detoxification .
structural changes in cyp12 p450 gene products resulting in more efficient insecticide detoxification .
structural changes in cyp15 p450 gene products resulting in more efficient insecticide detoxification .
modified enzymatic activity due to a mutation that modifies production of cyp12 p450 gene products .
modified enzymatic activity due to a mutation that modifies production of cyp15 p450 gene products .
modified enzymatic activity due to a mutation that modifies production of cyp3 p450 gene products .
modified enzymatic activity due to a mutation that modifies production of cyp4 p450 gene products .
modified enzymatic activity due to a mutation that modifies production of cyp6 p450 gene products .
modified enzymatic activity due to a mutation that modifies production of cyp9 p450 gene products .
structural changes of the insecticide target sodium channel gene product ,  which decreases its response to the insecticide .
structural changes of the insecticide target acetylcholinesterase gene product ,  which decreases its response to the insecticide .
structural changes of the insecticide target gaba receptor gene product ,  which decreases its response to the insecticide .
structurally modified protein in the insects' midgut that is no longer able to bind an insecticide .
structural change of the insecticide target nachr gene product resulting in decreased response to the insecticide .
modified protease activity caused by a mutation ,  resulting in differential processing of bacterial pro - insecticides and ,  thus ,  reduced toxicity .
increased enzymatic activity due to a mutation that increases production of ache gene products .
resistance - associated point mutation of amino acid at position 119 in the insecticide target acetylcholinesterase 1 gene product ;  this structural change leads to decreased response to the insecticide .
resistance - associated point mutation of amino acid at position 331 in the insecticide target acetylcholinesterase 1 gene product ;  this structural change leads to decreased response to the insecticide .
resistance - associated point mutation of amino acid at position 290 in the insecticide target acetylcholinesterase 1 gene product ;  this structural change leads to decreased response to the insecticide .
resistance - associated point mutation of amino acid at position 296 in the insecticide target gaba receptor gene product causing a structural change and decreased response to the insecticide .
structural change in the insecticide target cry gene products resulting in decreased response to insecticides .
resistance - associated point mutation of amino acid at position 1014  ( l - s )  in the insecticide target sodium channel gene product causing a structural change and decreased response to the insecticide .
resistance - associated point mutation of amino acid at position 1014  ( l - s )  in the insecticide target sodium channel gene product causing a structural change and decreased response to the insecticide .
resistance due to mutation leading to structural or quantitative changes of the insecticide target acetylcholinesterase gene product .
resistance due to mutation leading to structural or quantitative changes of the insecticide target gaba receptor gene product .
target - site resistance due to the fact that the receptors in the insects' midgut that are responsible for binding an insecticide can no longer function properly due to a mutation in the corresponding gene .
resistance due to mutation leading to structural or quantitative changes of the insecticide target nachr gene product ,  resulting in decreased response to the insecticide .
resistance due to mutation leading to structural changes of the insecticide target sodium channel gene product .
a chemical substance which inhibits chitin biosynthesis .
a chemical substance which inhibits growth .
a chemical substance which is being used as insecticide .
a chemical substance which is being used as insecticide .
a chemical substance which is being used as insecticide .
a chemical substance which acts as nicotinic acetylcholine receptor agonist / antagonist .
the ingredient which is pharmaceutically active in a pesticide formulation .
a chemical substance which acts as allosteric agonist of nicotinic acetylcholine receptor .
a chemical substance which activates chloride channels .
a chemical substance which is being used as insecticide .
a chemical substance which is being used as insecticide .
a chemical substance which is being used as insecticide .
a chemical substance which is being used as insecticide .
a chemical substance which is being used as insecticide .
a chemical substance which disrupts insect midgut membranes .
a chemical substance which is being used as insecticide .
a chemical substance which is being used as insecticide .
a chemical substance which is being used as insecticide .
a chemical substance which is being used as insecticide .
a chemical substance which is being used as insecticide .
a chemical substance which is being used as insecticide .
a chemical substance which inhibits oxidative phosphorylation .
a chemical substance which uncouples oxidative phosphorylation via disruption of proton gradient .
a chemical substance which is being used as insecticide .
a chemical substance which acts as octopaminergic agonist .
a chemical substance which inhibits mitochondrial complex i electron transport chain .
a chemical substance which inhibits lipid synthesis .
a chemical substance which is being used as insecticide .
a chemical substance which is being used as insecticide .
a chromosome found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex .
a chromosome found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries inversions .
a chromosome 2 found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries inversions in its right arm .
a chromosome 2 found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries inversions in its left arm .
a chromosome 2 found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries the inversion a in its left arm .
a chromosome 2 found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries the inversion b in its right arm .
a chromosome 2 found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries the inversion c in its right arm .
a chromosome 2 found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries the inversion d in its right arm .
a chromosome 2 found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries the inversion j in its right arm .
a chromosome 2 found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries the inversion u in its right arm .
a chromosome 2 found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries both the inversions j and d in its right arm .
a chromosome 2 found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries both the inversions c and u in its right arm .
a chromosome 2 found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries the inversions j ,  c and u in its right arm .
a chromosome 2 found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries both the inversions b and d in its right arm .
a chromosome 2 found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries the inversions j ,  b and d in its right arm .
a chromosome 2 found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries both the inversions j and b in its right arm .
a chromosome 2 found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries the inversions j ,  b ,  c and u in its right arm .
a chromosome 2 found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries the inversions b ,  c and u in its right arm .
a chromosome 2 found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries both the inversions b and c in its right arm .
a chromosome 2 found in the nucleus of the cells of the organisms which belong to anopheles gambiae species complex which carries the inversions b ,  c and d in its right arm .
a genus of anophelinae .
a species of subgenus bironella .
a species of subgenus bironella .
a species of subgenus brugella .
a genus of anophelinae .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles ,  which acts as a major north eurasian & mediterranean malaria vector .
a species of subgenus anopheles .
a species of subgenus anopheles ,  which acts as a minor central american malaria vector .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles ,  which acts as a minor australasian malaria vector .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles ,  which acts as a minor malaysian malaria vector .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles ,  which acts as a minor mediterranean malaria vector .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a member species of the species complex anopheles gambiae sensu lato found in south africa .
a species of subgenus nyssorhynchus ,  which acts as a major american malaria vector .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles ,  which acts as a minor malaysian malaria vector .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles ,  which acts as a major north american malaria vector .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles ,  which acts as a major mediterranean malaria vector .
a species of subgenus anopheles ,  which acts as a major chinese malaria vector .
a species of subgenus anopheles ,  which acts as a minor malaysian malaria vector .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles ,  which acts as a minor north eurasian & mediterranean malaria vector .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus ,  which acts as a major central & south american malaria vector .
a species of subgenus nyssorhynchus ,  which acts as a minor central & south american malaria vector .
a species of subgenus nyssorhynchus ,  which acts as a major central & south american malaria vector .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus ,  which acts as a minor south american malaria vector .
a species of subgenus nyssorhynchus ,  which acts as a major central & south american malaria vector .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus ,  which acts as a minor south american malaria vector .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus .
a species of subgenus nyssorhynchus ,  which acts as a minor south american malaria vector .
a species of subgenus nyssorhynchus .
a species of subgenus stethomyia .
a species of subgenus stethomyia .
a species of subgenus stethomyia .
a species of subgenus stethomyia .
a species of subgenus stethomyia .
a species of subgenus brugella .
a species of subgenus brugella .
a subgenus of genus bironella .
a species of subgenus neobironella .
a species of subgenus neobironella .
a species of subgenus neobironella .
a form of anopheles gambiae sensu stricto differentiated by defined chromosomal rearrengements .
a subgenus of genus anopheles .
a species of subgenus cellia ,  which acts as a major malaysian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a major malaysian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a member species of the species complex anopheles gambiae sensu lato ,  which acts as a major afrotropical malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a member species of the species complex anopheles funestus sensu lato .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a major malaysian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a member species of the species complex anopheles funestus sensu lato .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a member species of the species complex anopheles gambiae sensu lato .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a minor mediterranean & afro - arabian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a member species of the species complex anopheles funestus sensu lato .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a major indo - iranian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a genus of anophelinae .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a major malaysian & indo - chinese malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of genus chagasia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of genus chagasia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a major australasian malaria vector .
a species of genus chagasia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a major malaysian malaria vector .
a form of anopheles gambiae sensu stricto differentiated by defined dna polymorphisms .
a molecular form of anopheles gambiae sensu stricto ,  defined by the presence of a given haplotype of the rdna intergenic spacer .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles ,  which acts as a minor indo - chinese & malaysian malaria vector .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles ,  which acts as a major central & south american malaria vector .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles ,  which acts as a major central & south american malaria vector .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles ,  which acts as a major north american malaria vector .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles ,  which acts as a major north eurasian & mediterranean / indo - iranian malaria vector .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles ,  which acts as a major chinese malaria vector .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles ,  which acts as a minor malaysian malaria vector .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus cellia ,  which acts as a major indo - chinese & indo - iranian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species complex of subgenus cellia .
a member species of the species complex anopheles funestus sensu lato .
a species complex of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a minor australasian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a minor asian malaria vector .
a species of subgenus cellia ,  which acts as a minor australasian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a major australasian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a member species of the species complex anopheles funestus sensu lato .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a major malaysian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a major malaysian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a major malaysian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a minor malaysian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a member species of the species complex anopheles gambiae sensu lato ,  which acts as a minor afrotropical malaria vector .
a species of subgenus cellia .
a member species of the species complex anopheles gambiae sensu lato ,  which acts as a minor afrotropical malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a major malaysian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a minor afrotropical malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a minor afro - arabian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a minor afrotropical malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a member species of the species complex anopheles funestus sensu lato .
a species of subgenus cellia ,  which acts as a minor north eurasian & chinese malaria vector .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a major afro - arabian malaria vector .
a species of subgenus cellia ,  which acts as a minor indo - iranian & malaysian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a minor indo - iranian malaria vector .
a species of subgenus cellia ,  which acts as a major australasian malaria vector .
a member species of the species complex anopheles gambiae sensu lato .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a member species of the species complex anopheles funestus sensu lato .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a major afro - arabian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a minor indo - iranian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a major malaysian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a major malaysian malaria vector .
a species of subgenus cellia ,  which acts as a major mediterranean & indo - iranian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a minor indo - iranian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a member species of the species complex anopheles funestus sensu lato .
a species of subgenus cellia .
a species of subgenus cellia ,  which acts as a minor indo - iranian malaria vector .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus kerteszia .
a species of subgenus kerteszia .
a species of subgenus kerteszia ,  which acts as a minor south american malaria vector .
a species of subgenus kerteszia .
a species of subgenus kerteszia ,  which acts as a minor south american malaria vector .
a species of subgenus kerteszia .
a species of subgenus kerteszia .
a species of subgenus kerteszia .
a species of subgenus kerteszia .
a species of subgenus kerteszia ,  which acts as a minor south american malaria vector .
a species of subgenus kerteszia .
a species of subgenus kerteszia .
a subgenus of genus anopheles .
a species of subgenus lophopodomyia .
a species of subgenus lophopodomyia .
a species of subgenus lophopodomyia .
a species of subgenus lophopodomyia .
a species of subgenus lophopodomyia .
a species of subgenus lophopodomyia .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus anopheles .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus nyssorhynchus .
a species of subgenus cellia .
a species of subgenus cellia .
a species of subgenus anopheles .
a species of subgenus cellia .
a member species of the species complex anopheles gambiae sensu lato .
a chromosomal form of anopheles gambiae sensu stricto or anopheles coluzzii bearing the karyotypes jcu / jcu or jbcu / jcu or jbcu / jbcu .
a chromosomal form of anopheles gambiae sensu stricto or anopheles coluzzii bearing the karyotypes  +  /  +  or u /  +  or u / u or bc /  +  or bc / u or bc / bc .
a chromosomal form of anopheles gambiae sensu stricto or anopheles coluzzii bearing the karyotype bcu / bcu or cu / bcu or cu / cu or b / bcu or b / cu or b / b or  +  / bcu or  +  / cu or  +  / b .
a chromosomal form of anopheles gambiae sensu stricto .
a member species of the species complex anopheles funestus sensu lato ,  which acts as a major afrotropical malaria vector .
a chromosomal form of anopheles gambiae sensu stricto .
a species of genus chagasia .
bacillus thuringiensis  ( or bt )  is a gram - positive ,  soil - dwelling bacterium ,  commonly used as a pesticide .
a unicellular prokaryotic microorganism .
a subgenus of genus anopheles .
the phaeophyceae or brown algae ,   ( singular: alga )  is a large group of mostly marine multicellular algae ,  including many seaweeds of colder northern hemisphere waters .
a genus comprising a large number of mosquitoes .
a subgenus of genus anopheles .
a fungus is an eukaryotic organism that is a member of the kingdom fungi .
a genus of mold - like brown algae .
insects  ( class insecta )  are arthropods ,  having a hard exoskeleton ,  a three - part body  ( head ,  thorax ,  and abdomen )  ,  three pairs of jointed legs ,  compound eyes ,  and two antennae .
